match_id,match_team_id,phase,phase_group,raw,team,team_id,unit,value
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Build Up Opposed,In Possession,9%,Jordan,JOR,%,9.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Progression,In Possession,17%,Austria,AUT,%,17.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Progression,In Possession,19%,Jordan,JOR,%,19.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Final Third,In Possession,14%,Austria,AUT,%,14.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Final Third,In Possession,19%,Jordan,JOR,%,19.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Long Ball,In Possession,3%,Austria,AUT,%,3.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Long Ball,In Possession,7%,Jordan,JOR,%,7.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Attacking Transition,In Possession,13%,Austria,AUT,%,13.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Attacking Transition,In Possession,25%,Jordan,JOR,%,25.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Counter Attack,In Possession,1%,Austria,AUT,%,1.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Counter Attack,In Possession,3%,Jordan,JOR,%,3.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Set Piece,In Possession,5%,Austria,AUT,%,5.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Set Piece,In Possession,10%,Jordan,JOR,%,10.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,High Press,Out Of Possession,8%,Austria,AUT,%,8.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,High Press,Out Of Possession,4%,Jordan,JOR,%,4.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Mid Press,Out Of Possession,3%,Austria,AUT,%,3.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Mid Press,Out Of Possession,4%,Jordan,JOR,%,4.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Low Press,Out Of Possession,1%,Austria,AUT,%,1.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Low Press,Out Of Possession,0%,Jordan,JOR,%,0.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,High Block,Out Of Possession,3%,Austria,AUT,%,3.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,High Block,Out Of Possession,3%,Jordan,JOR,%,3.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Mid Block,Out Of Possession,14%,Austria,AUT,%,14.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Mid Block,Out Of Possession,22%,Jordan,JOR,%,22.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Low Block,Out Of Possession,13%,Austria,AUT,%,13.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Low Block,Out Of Possession,24%,Jordan,JOR,%,24.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Recovery,Out Of Possession,7%,Austria,AUT,%,7.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Recovery,Out Of Possession,6%,Jordan,JOR,%,6.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Defensive Transition,Out Of Possession,25%,Austria,AUT,%,25.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Defensive Transition,Out Of Possession,13%,Jordan,JOR,%,13.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_AUT,Counter-press,Out Of Possession,16%,Austria,AUT,%,16.0
2026-M020-AUT-JOR,2026-M020-AUT-JOR_JOR,Counter-press,Out Of Possession,10%,Jordan,JOR,%,10.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Build Up Unopposed,In Possession,35%,Ghana,GHA,%,35.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Build Up Unopposed,In Possession,46%,Panama,PAN,%,46.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Build Up Opposed,In Possession,9%,Ghana,GHA,%,9.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Build Up Opposed,In Possession,11%,Panama,PAN,%,11.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Progression,In Possession,14%,Ghana,GHA,%,14.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Progression,In Possession,17%,Panama,PAN,%,17.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Final Third,In Possession,11%,Ghana,GHA,%,11.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Final Third,In Possession,13%,Panama,PAN,%,13.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Long Ball,In Possession,7%,Ghana,GHA,%,7.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Long Ball,In Possession,3%,Panama,PAN,%,3.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Attacking Transition,In Possession,18%,Ghana,GHA,%,18.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Attacking Transition,In Possession,10%,Panama,PAN,%,10.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Counter Attack,In Possession,2%,Ghana,GHA,%,2.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Counter Attack,In Possession,1%,Panama,PAN,%,1.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Set Piece,In Possession,7%,Ghana,GHA,%,7.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Set Piece,In Possession,5%,Panama,PAN,%,5.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,High Press,Out Of Possession,5%,Ghana,GHA,%,5.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,High Press,Out Of Possession,2%,Panama,PAN,%,2.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Mid Press,Out Of Possession,3%,Ghana,GHA,%,3.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Mid Press,Out Of Possession,4%,Panama,PAN,%,4.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Low Press,Out Of Possession,1%,Ghana,GHA,%,1.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Low Press,Out Of Possession,1%,Panama,PAN,%,1.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,High Block,Out Of Possession,4%,Ghana,GHA,%,4.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,High Block,Out Of Possession,4%,Panama,PAN,%,4.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Mid Block,Out Of Possession,36%,Ghana,GHA,%,36.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Mid Block,Out Of Possession,23%,Panama,PAN,%,23.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Low Block,Out Of Possession,17%,Ghana,GHA,%,17.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Low Block,Out Of Possession,22%,Panama,PAN,%,22.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Recovery,Out Of Possession,3%,Ghana,GHA,%,3.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Recovery,Out Of Possession,5%,Panama,PAN,%,5.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Defensive Transition,Out Of Possession,10%,Ghana,GHA,%,10.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Defensive Transition,Out Of Possession,18%,Panama,PAN,%,18.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_GHA,Counter-press,Out Of Possession,8%,Ghana,GHA,%,8.0
2026-M021-GHA-PAN,2026-M021-GHA-PAN_PAN,Counter-press,Out Of Possession,13%,Panama,PAN,%,13.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Build Up Unopposed,In Possession,38%,England,ENG,%,38.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Build Up Unopposed,In Possession,34%,Croatia,CRO,%,34.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Build Up Opposed,In Possession,19%,England,ENG,%,19.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Build Up Opposed,In Possession,18%,Croatia,CRO,%,18.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Progression,In Possession,16%,England,ENG,%,16.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Progression,In Possession,16%,Croatia,CRO,%,16.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Final Third,In Possession,10%,England,ENG,%,10.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Final Third,In Possession,15%,Croatia,CRO,%,15.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Long Ball,In Possession,4%,England,ENG,%,4.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Long Ball,In Possession,6%,Croatia,CRO,%,6.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Attacking Transition,In Possession,12%,England,ENG,%,12.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Attacking Transition,In Possession,13%,Croatia,CRO,%,13.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Counter Attack,In Possession,3%,England,ENG,%,3.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Counter Attack,In Possession,1%,Croatia,CRO,%,1.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Set Piece,In Possession,6%,England,ENG,%,6.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Set Piece,In Possession,6%,Croatia,CRO,%,6.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,High Press,Out Of Possession,10%,England,ENG,%,10.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,High Press,Out Of Possession,13%,Croatia,CRO,%,13.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Mid Press,Out Of Possession,5%,England,ENG,%,5.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Mid Press,Out Of Possession,5%,Croatia,CRO,%,5.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Low Press,Out Of Possession,0%,England,ENG,%,0.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Low Press,Out Of Possession,0%,Croatia,CRO,%,0.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,High Block,Out Of Possession,5%,England,ENG,%,5.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,High Block,Out Of Possession,10%,Croatia,CRO,%,10.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Mid Block,Out Of Possession,16%,England,ENG,%,16.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Mid Block,Out Of Possession,25%,Croatia,CRO,%,25.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Low Block,Out Of Possession,21%,England,ENG,%,21.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Low Block,Out Of Possession,9%,Croatia,CRO,%,9.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Recovery,Out Of Possession,4%,England,ENG,%,4.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Recovery,Out Of Possession,6%,Croatia,CRO,%,6.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Defensive Transition,Out Of Possession,13%,England,ENG,%,13.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Defensive Transition,Out Of Possession,12%,Croatia,CRO,%,12.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_ENG,Counter-press,Out Of Possession,11%,England,ENG,%,11.0
2026-M022-ENG-CRO,2026-M022-ENG-CRO_CRO,Counter-press,Out Of Possession,8%,Croatia,CRO,%,8.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Build Up Unopposed,In Possession,44%,Portugal,POR,%,44.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Build Up Unopposed,In Possession,18%,Congo DR,COD,%,18.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Build Up Opposed,In Possession,21%,Portugal,POR,%,21.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Build Up Opposed,In Possession,12%,Congo DR,COD,%,12.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Progression,In Possession,20%,Portugal,POR,%,20.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Progression,In Possession,18%,Congo DR,COD,%,18.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Final Third,In Possession,24%,Portugal,POR,%,24.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Final Third,In Possession,14%,Congo DR,COD,%,14.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Long Ball,In Possession,1%,Portugal,POR,%,1.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Long Ball,In Possession,7%,Congo DR,COD,%,7.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Attacking Transition,In Possession,7%,Portugal,POR,%,7.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Attacking Transition,In Possession,18%,Congo DR,COD,%,18.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Counter Attack,In Possession,0%,Portugal,POR,%,0.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Counter Attack,In Possession,4%,Congo DR,COD,%,4.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Set Piece,In Possession,4%,Portugal,POR,%,4.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Set Piece,In Possession,9%,Congo DR,COD,%,9.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,High Press,Out Of Possession,4%,Portugal,POR,%,4.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,High Press,Out Of Possession,4%,Congo DR,COD,%,4.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Mid Press,Out Of Possession,7%,Portugal,POR,%,7.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Mid Press,Out Of Possession,2%,Congo DR,COD,%,2.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Low Press,Out Of Possession,0%,Portugal,POR,%,0.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Low Press,Out Of Possession,1%,Congo DR,COD,%,1.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,High Block,Out Of Possession,4%,Portugal,POR,%,4.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,High Block,Out Of Possession,4%,Congo DR,COD,%,4.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Mid Block,Out Of Possession,14%,Portugal,POR,%,14.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Mid Block,Out Of Possession,32%,Congo DR,COD,%,32.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Low Block,Out Of Possession,13%,Portugal,POR,%,13.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Low Block,Out Of Possession,37%,Congo DR,COD,%,37.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Recovery,Out Of Possession,7%,Portugal,POR,%,7.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Recovery,Out Of Possession,4%,Congo DR,COD,%,4.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Defensive Transition,Out Of Possession,18%,Portugal,POR,%,18.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Defensive Transition,Out Of Possession,7%,Congo DR,COD,%,7.0
2026-M023-POR-COD,2026-M023-POR-COD_POR,Counter-press,Out Of Possession,11%,Portugal,POR,%,11.0
2026-M023-POR-COD,2026-M023-POR-COD_COD,Counter-press,Out Of Possession,5%,Congo DR,COD,%,5.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Build Up Unopposed,In Possession,37%,Uzbekistan,UZB,%,37.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Build Up Unopposed,In Possession,44%,Colombia,COL,%,44.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Build Up Opposed,In Possession,11%,Uzbekistan,UZB,%,11.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Build Up Opposed,In Possession,19%,Colombia,COL,%,19.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Progression,In Possession,17%,Uzbekistan,UZB,%,17.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Progression,In Possession,15%,Colombia,COL,%,15.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Final Third,In Possession,9%,Uzbekistan,UZB,%,9.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Final Third,In Possession,13%,Colombia,COL,%,13.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Long Ball,In Possession,4%,Uzbekistan,UZB,%,4.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Long Ball,In Possession,5%,Colombia,COL,%,5.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Attacking Transition,In Possession,14%,Uzbekistan,UZB,%,14.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Attacking Transition,In Possession,8%,Colombia,COL,%,8.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Counter Attack,In Possession,1%,Uzbekistan,UZB,%,1.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Counter Attack,In Possession,1%,Colombia,COL,%,1.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Set Piece,In Possession,8%,Uzbekistan,UZB,%,8.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Set Piece,In Possession,6%,Colombia,COL,%,6.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,High Press,Out Of Possession,4%,Uzbekistan,UZB,%,4.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,High Press,Out Of Possession,4%,Colombia,COL,%,4.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Mid Press,Out Of Possession,4%,Uzbekistan,UZB,%,4.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Mid Press,Out Of Possession,4%,Colombia,COL,%,4.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Low Press,Out Of Possession,0%,Uzbekistan,UZB,%,0.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Low Press,Out Of Possession,0%,Colombia,COL,%,0.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,High Block,Out Of Possession,2%,Uzbekistan,UZB,%,2.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,High Block,Out Of Possession,3%,Colombia,COL,%,3.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Mid Block,Out Of Possession,26%,Uzbekistan,UZB,%,26.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Mid Block,Out Of Possession,29%,Colombia,COL,%,29.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Low Block,Out Of Possession,34%,Uzbekistan,UZB,%,34.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Low Block,Out Of Possession,18%,Colombia,COL,%,18.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Recovery,Out Of Possession,3%,Uzbekistan,UZB,%,3.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Recovery,Out Of Possession,3%,Colombia,COL,%,3.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Defensive Transition,Out Of Possession,8%,Uzbekistan,UZB,%,8.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Defensive Transition,Out Of Possession,14%,Colombia,COL,%,14.0
2026-M024-UZB-COL,2026-M024-UZB-COL_UZB,Counter-press,Out Of Possession,6%,Uzbekistan,UZB,%,6.0
2026-M024-UZB-COL,2026-M024-UZB-COL_COL,Counter-press,Out Of Possession,6%,Colombia,COL,%,6.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Build Up Unopposed,In Possession,20%,Czechia,CZE,%,20.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Build Up Unopposed,In Possession,47%,South Africa,RSA,%,47.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Build Up Opposed,In Possession,12%,Czechia,CZE,%,12.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Build Up Opposed,In Possession,17%,South Africa,RSA,%,17.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Progression,In Possession,17%,Czechia,CZE,%,17.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Progression,In Possession,16%,South Africa,RSA,%,16.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Final Third,In Possession,12%,Czechia,CZE,%,12.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Final Third,In Possession,16%,South Africa,RSA,%,16.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Long Ball,In Possession,5%,Czechia,CZE,%,5.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Long Ball,In Possession,4%,South Africa,RSA,%,4.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Attacking Transition,In Possession,22%,Czechia,CZE,%,22.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Attacking Transition,In Possession,8%,South Africa,RSA,%,8.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Counter Attack,In Possession,1%,Czechia,CZE,%,1.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Counter Attack,In Possession,1%,South Africa,RSA,%,1.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Set Piece,In Possession,8%,Czechia,CZE,%,8.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Set Piece,In Possession,6%,South Africa,RSA,%,6.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,High Press,Out Of Possession,4%,Czechia,CZE,%,4.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,High Press,Out Of Possession,7%,South Africa,RSA,%,7.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Mid Press,Out Of Possession,3%,Czechia,CZE,%,3.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Mid Press,Out Of Possession,3%,South Africa,RSA,%,3.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Low Press,Out Of Possession,0%,Czechia,CZE,%,0.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Low Press,Out Of Possession,0%,South Africa,RSA,%,0.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,High Block,Out Of Possession,10%,Czechia,CZE,%,10.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,High Block,Out Of Possession,7%,South Africa,RSA,%,7.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Mid Block,Out Of Possession,17%,Czechia,CZE,%,17.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Mid Block,Out Of Possession,13%,South Africa,RSA,%,13.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Low Block,Out Of Possession,28%,Czechia,CZE,%,28.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Low Block,Out Of Possession,10%,South Africa,RSA,%,10.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Recovery,Out Of Possession,5%,Czechia,CZE,%,5.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Recovery,Out Of Possession,5%,South Africa,RSA,%,5.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Defensive Transition,Out Of Possession,8%,Czechia,CZE,%,8.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Defensive Transition,Out Of Possession,22%,South Africa,RSA,%,22.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_CZE,Counter-press,Out Of Possession,6%,Czechia,CZE,%,6.0
2026-M025-CZE-RSA,2026-M025-CZE-RSA_RSA,Counter-press,Out Of Possession,17%,South Africa,RSA,%,17.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Build Up Unopposed,In Possession,39%,Switzerland,SUI,%,39.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Build Up Unopposed,In Possession,32%,Bosnia and Herzegovina,BIH,%,32.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Build Up Opposed,In Possession,19%,Switzerland,SUI,%,19.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Build Up Opposed,In Possession,14%,Bosnia and Herzegovina,BIH,%,14.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Progression,In Possession,20%,Switzerland,SUI,%,20.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Progression,In Possession,15%,Bosnia and Herzegovina,BIH,%,15.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Final Third,In Possession,21%,Switzerland,SUI,%,21.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Final Third,In Possession,11%,Bosnia and Herzegovina,BIH,%,11.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Long Ball,In Possession,3%,Switzerland,SUI,%,3.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Long Ball,In Possession,6%,Bosnia and Herzegovina,BIH,%,6.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Attacking Transition,In Possession,9%,Switzerland,SUI,%,9.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Attacking Transition,In Possession,16%,Bosnia and Herzegovina,BIH,%,16.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Counter Attack,In Possession,1%,Switzerland,SUI,%,1.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Counter Attack,In Possession,2%,Bosnia and Herzegovina,BIH,%,2.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Set Piece,In Possession,7%,Switzerland,SUI,%,7.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Set Piece,In Possession,6%,Bosnia and Herzegovina,BIH,%,6.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,High Press,Out Of Possession,10%,Switzerland,SUI,%,10.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,High Press,Out Of Possession,7%,Bosnia and Herzegovina,BIH,%,7.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Mid Press,Out Of Possession,4%,Switzerland,SUI,%,4.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Mid Press,Out Of Possession,5%,Bosnia and Herzegovina,BIH,%,5.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Low Press,Out Of Possession,1%,Switzerland,SUI,%,1.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,Low Press,Out Of Possession,0%,Bosnia and Herzegovina,BIH,%,0.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,High Block,Out Of Possession,7%,Switzerland,SUI,%,7.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_BIH,High Block,Out Of Possession,5%,Bosnia and Herzegovina,BIH,%,5.0
2026-M026-SUI-BIH,2026-M026-SUI-BIH_SUI,Mid Block,Out Of Possession,21%,Switzerland,SUI,%,21.0
